"spkid","full_name","pdes","name","prefix","neo","pha","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","class","producer","data_arc","first_obs","last_obs","condition_code","rms","two_body","A1","A2","A3","DT"
2142781,"142781 (2002 UM11)",142781,,,Y,N,16.25,,,,,,,1.595,,0.252,6.81,,2460000.5,60000,2023-02-25.0,J2000,0.3875,1.951,1.195,41.03,228.97,229.05,123.17,2.71,0.3616,2459659.90,2022-03-21.3,996,2.73,0.311,121,2.95,AMO,"Otto Matic",7556,2001-06-23,2022-03-01,0,.51885,,,,,
2143381,"143381 (2003 BC21)",143381,,,Y,N,16.21,,,,,,,,,,5.0678,,2460000.5,60000,2023-02-25.0,J2000,0.5111,2.595,1.268,5.48,292.14,114.04,330.84,3.92,0.2358,2460124.16,2023-06-28.6,1.53e+03,4.18,0.294,114,1.57,AMO,"Otto Matic",14301,1982-04-13,2021-06-08,0,.45904,,,,,
2143404,"143404 (2003 BD44)",143404,,,Y,Y,16.95,,,,,,,,,,78.64,,2460000.5,60000,2023-02-25.0,J2000,0.6061,1.969,0.776,2.66,181.24,89.32,28.20,3.16,0.3567,2459921.45,2022-12-07.9,1.01e+03,2.76,0.018,7.02,1.97,APO,"Otto Matic",14945,1981-02-28,2022-01-29,0,.39146,,,,,
2143409,"143409 (2003 BQ46)",143409,,,Y,N,17.92,,,,,,,,,,10.531,,2460000.5,60000,2023-02-25.0,J2000,0.3512,1.949,1.265,8.17,163.81,44.15,92.66,2.63,0.3621,2459744.60,2022-06-14.0,994,2.72,0.282,110,2.34,AMO,"Otto Matic",7105,2002-11-19,2022-05-03,0,.47542,,,,,
2143487,"143487 (2003 CR20)",143487,,,Y,Y,18.94,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.7297,2.124,0.574,4.99,177.09,88.81,138.84,3.67,0.3183,2459564.36,2021-12-15.8,1.13e+03,3.1,0.000349,0.136,1.48,APO,"Otto Matic",13542,1975-10-06,2012-11-02,0,.52495,,,,,
2143527,"143527 (2003 EN16)",143527,,,Y,N,18.66,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.3522,1.661,1.076,17.31,181.71,242.19,193.05,2.25,0.4603,2460363.20,2024-02-22.7,782,2.14,0.19,74,3.24,AMO,"Otto Matic",6828,2003-03-08,2021-11-16,0,.53714,,,,,
2143624,"143624 (2003 HM16)",143624,,,Y,Y,15.96,,,,,,,2.137,,0.169,32.1,,2460000.5,60000,2023-02-25.0,J2000,0.5761,1.967,0.834,35.59,195.94,47.03,48.48,3.10,0.3572,2459864.78,2022-10-12.2,1.01e+03,2.76,0.0497,19.3,2.3,APO,"Otto Matic",6865,2003-04-27,2022-02-11,0,.42949,,,,,
2143637,"143637 (2003 LP6)",143637,,,Y,N,16.43,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.8838,1.746,0.203,43.57,144.52,260.66,171.29,3.29,0.4271,2459599.42,2022-01-19.9,843,2.31,0.34,132,3.67,APO,"Otto Matic",6931,2003-06-12,2022-06-03,0,.52507,,,,,
2143643,"143643 (2003 NP7)",143643,,,Y,N,18.33,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4167,2.181,1.272,11.11,285.23,323.51,44.30,3.09,0.306,2459855.72,2022-10-03.2,1.18e+03,3.22,0.28,109,2.02,AMO,"Otto Matic",7878,2000-08-05,2022-03-01,0,.6423,,,,,
2143649,"143649 (2003 QQ47)",143649,,,Y,Y,17.39,,,,,,,,,,3.679,,2460000.5,60000,2023-02-25.0,J2000,0.1869,1.085,0.882,62.10,0.99,104.97,11.09,1.29,0.8717,2459987.77,2023-02-12.2,413,1.13,0.00298,1.16,3.84,APO,"Otto Matic",7006,2003-08-24,2022-10-29,0,.43244,,,,,
2143651,"143651 (2003 QO104)",143651,,,Y,Y,16.10,,,,,,,,,,114.4,,2460000.5,60000,2023-02-25.0,J2000,0.5249,2.135,1.014,11.62,58.17,183.57,145.78,3.26,0.3159,2459539.08,2021-11-20.5,1.14e+03,3.12,0.00321,1.25,1.77,APO,"Otto Matic",15119,1981-07-10,2022-12-01,0,.44255,,,,,
2143678,"143678 (2003 SA224)",143678,,,Y,N,16.43,,,,,,,,,,35,,2460000.5,60000,2023-02-25.0,J2000,0.3286,1.649,1.107,13.87,2.79,142.05,17.70,2.19,0.4653,2459962.46,2023-01-17.9,774,2.12,0.152,59,2.84,AMO,"Otto Matic",15831,1979-10-09,2023-02-11,0,.44516,,,,,
2143947,"143947 (2003 YQ117)",143947,,,Y,N,15.38,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.6549,2.181,0.753,21.03,217.49,135.72,42.31,3.61,0.306,2459862.22,2022-10-09.7,1.18e+03,3.22,0.105,40.8,2.18,APO,"Otto Matic",7638,2002-03-15,2023-02-11,0,.40374,,,,,
2143992,"143992 (2004 AF)",143992,,,Y,Y,16.17,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5541,1.971,0.879,27.14,315.64,57.95,351.65,3.06,0.3562,2460023.94,2023-03-20.4,1.01e+03,2.77,0.032,12.5,2.85,APO,"Otto Matic",13219,1985-01-21,2021-04-01,0,.47097,,,,,
2144332,"144332 (2004 DV24)",144332,,,Y,Y,16.66,,,,,,,,,,7.985,,2460000.5,60000,2023-02-25.0,J2000,0.2898,1.423,1.011,55.90,171.14,186.41,218.02,1.84,0.5806,2460245.02,2023-10-27.5,620,1.7,0.00505,1.96,3.61,APO,"Otto Matic",24758,1955-04-24,2023-02-04,0,.42747,,,,,
2144411,"144411 (2004 EW9)",144411,,,Y,N,16.55,,,,,,,,,,49.94,,2460000.5,60000,2023-02-25.0,J2000,0.5333,1.918,0.895,8.79,288.81,8.21,357.05,2.94,0.3712,2460008.44,2023-03-04.9,970,2.66,0.0898,35,2.3,APO,"Otto Matic",7657,2001-03-14,2022-03-01,0,.30908,,,,,
2144861,"144861 (2004 LA12)",144861,,,Y,N,15.43,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.7492,2.51,0.629,39.42,159.22,199.46,198.19,4.39,0.2479,2460653.22,2024-12-08.7,1.45e+03,3.98,0.357,139,1.27,APO,"Otto Matic",7300,2002-03-12,2022-03-07,0,.5769,,,,,
2144898,"144898 (2004 VD17)",144898,,,Y,Y,18.87,,,,,,,,,,3.369,,2460000.5,60000,2023-02-25.0,J2000,0.5887,1.508,0.620,4.22,223.98,91.00,346.81,2.40,0.5323,2460025.29,2023-03-21.7,676,1.85,0.00153,0.596,2.94,APO,"Otto Matic",7293,2002-02-16,2022-02-04,0,.40345,,,,,
2144900,"144900 (2004 VG64)",144900,,,Y,Y,18.29,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.6556,0.9683,0.334,36.26,208.86,43.92,129.06,1.60,1.034,2459875.73,2022-10-23.2,348,0.953,0.0275,10.7,3.56,ATE,"Otto Matic",6631,2004-11-13,2023-01-09,0,.38345,,,,,
2144901,"144901 (2004 WG1)",144901,,,Y,N,17.54,,,,,,,2.240,,0.038,8.06,,2460000.5,60000,2023-02-25.0,J2000,0.5213,1.64,0.785,13.04,41.99,232.47,349.57,2.50,0.4692,2460022.73,2023-03-19.2,767,2.1,0.0548,21.3,2.71,APO,"Otto Matic",6613,2004-09-22,2022-10-31,0,.51312,,,,,
2144922,"144922 (2005 CK38)",144922,,,Y,N,17.36,,,,,,,,,,4.7894,,2460000.5,60000,2023-02-25.0,J2000,0.4125,2.132,1.253,8.23,8.74,213.68,255.59,3.01,0.3166,2460330.33,2024-01-20.8,1.14e+03,3.11,0.259,101,2,AMO,"Otto Matic",16719,1977-03-15,2022-12-23,0,.44819,,,,,
2145656,"145656 (4788 P-L)",145656,,,Y,N,16.43,,,,,,,,,,2.968,,2460000.5,60000,2023-02-25.0,J2000,0.5553,2.641,1.174,11.09,174.38,100.93,232.93,4.11,0.2297,2460553.68,2024-08-31.1,1.57e+03,4.29,0.256,99.8,1.35,AMO,"Otto Matic",22019,1960-09-24,2021-01-06,0,.38394,,,,,
2152558,"152558 (1990 SA)",152558,,,Y,N,16.89,,,,,,,1.4,,0.146,8.147,,2460000.5,60000,2023-02-25.0,J2000,0.4417,2.013,1.124,38.15,172.16,115.14,153.18,2.90,0.3451,2459556.58,2021-12-08.0,1.04e+03,2.86,0.307,120,3.07,AMO,"Otto Matic",11226,1990-09-14,2021-06-09,0,.45748,,,,,
2152560,"152560 (1991 BN)",152560,,,Y,Y,19.23,,,,,,,,,,3.49,,2460000.5,60000,2023-02-25.0,J2000,0.3981,1.443,0.869,3.44,268.81,80.99,275.47,2.02,0.5683,2460149.25,2023-07-23.7,633,1.73,0.0207,8.07,3.42,APO,"Otto Matic",11356,1991-01-19,2022-02-21,0,.4973,,,,,
2152561,"152561 (1991 RB)",152561,,,Y,Y,19.10,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4857,1.454,0.748,19.58,359.30,68.94,302.69,2.16,0.5619,2460102.49,2023-06-06.9,641,1.75,0.0392,15.3,3.37,APO,"Otto Matic",15592,1977-08-19,2020-04-27,0,.5597,,,,,
2152563,"152563 (1992 BF)",152563,,,Y,N,19.81,,,,,,,0.272,,0.287,32.,,2460000.5,60000,2023-02-25.0,J2000,0.2715,0.9077,0.661,7.26,315.25,336.61,182.71,1.15,1.14,2460156.05,2023-07-30.5,316,0.865,0.0629,24.5,3.99,ATE,"Otto Matic",25552,1953-01-10,2022-12-26,0,.50219,,,-2.6e-14,,
2152564,"152564 (1992 HF)",152564,,,Y,N,19.72,,,,,,,0.282,,0.169,3.276,,2460000.5,60000,2023-02-25.0,J2000,0.5618,1.391,0.610,13.32,213.37,128.35,227.66,2.17,0.6007,2460220.79,2023-10-03.2,599,1.64,0.12,46.8,3.32,APO,"Otto Matic",10521,1992-04-24,2021-02-12,0,.6049,,,,,
2152575,"152575 (1994 GY)",152575,,,Y,N,17.10,,,,,,,,,,16.28,,2460000.5,60000,2023-02-25.0,J2000,0.5259,2.683,1.272,12.35,33.68,190.41,198.60,4.09,0.2243,2460719.98,2025-02-13.4,1.6e+03,4.39,0.267,104,0.914,AMO,"Otto Matic",10062,1994-04-14,2021-10-31,0,.53375,,,,,
2152637,"152637 (1997 NC1)",152637,,,Y,Y,17.87,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.2085,0.8648,0.685,16.72,96.47,16.60,100.57,1.05,1.225,2459918.43,2022-12-04.9,294,0.804,0.0162,6.32,4.04,ATE,"Otto Matic",9209,1997-07-05,2022-09-21,0,.50751,,,,,
2152664,"152664 (1998 FW4)",152664,,,Y,Y,19.68,,,,,,,,,,17.38,,2460000.5,60000,2023-02-25.0,J2000,0.7139,2.526,0.723,3.42,353.67,85.39,116.72,4.33,0.2455,2459525.12,2021-11-06.6,1.47e+03,4.01,0.0151,5.86,1.02,APO,"Otto Matic",10194,1994-03-09,2022-02-04,0,.38257,,,1.9e-14,,
2152667,"152667 (1998 FR11)",152667,,,Y,N,16.42,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.7064,2.81,0.825,6.67,129.86,158.59,83.01,4.79,0.2093,2459603.86,2022-01-24.3,1.72e+03,4.71,0.0644,25.1,0.478,APO,"Otto Matic",24415,1956-03-10,2023-01-13,0,.65236,,,,,
2152671,"152671 (1998 HL3)",152671,,,Y,Y,20.24,,,,,,,0.298,,0.200,,,2460000.5,60000,2023-02-25.0,J2000,0.3660,1.129,0.716,2.68,163.64,188.15,153.31,1.54,0.8216,2459813.90,2022-08-22.4,438,1.2,0.0454,17.7,3.89,APO,"Otto Matic",9063,1998-04-21,2023-02-12,0,.53733,,,-5.1e-14,,
2152679,"152679 (1998 KU2)",152679,,,Y,N,16.67,,,,,,,4.167,,0.022,125,,2460000.5,60000,2023-02-25.0,J2000,0.5529,2.251,1.006,4.93,205.72,120.33,87.18,3.49,0.2919,2459701.86,2022-05-02.3,1.23e+03,3.38,0.0592,23,1.91,APO,"Otto Matic",18694,1971-10-21,2022-12-26,0,.46154,,,,,
2152680,"152680 (1998 KJ9)",152680,,,Y,Y,19.59,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.6398,1.448,0.521,10.93,98.56,260.09,37.20,2.37,0.5659,2459934.76,2022-12-21.2,636,1.74,0.00599,2.33,3.14,APO,"Otto Matic",12085,1990-01-01,2023-02-02,0,.52503,,,,,
2152685,"152685 (1998 MZ)",152685,,,Y,Y,19.34,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5731,1.347,0.575,0.15,122.20,39.36,330.43,2.12,0.6307,2460047.38,2023-04-12.8,571,1.56,0.00165,0.643,2.87,APO,"Otto Matic",8866,1998-06-18,2022-09-26,0,.51649,,,,,
2152742,"152742 (1998 XE12)",152742,,,Y,N,19.11,,,,,,,0.413,,0.264,,,2460000.5,60000,2023-02-25.0,J2000,0.7391,0.8782,0.229,13.43,280.04,353.13,258.78,1.53,1.198,2460085.01,2023-05-20.5,301,0.823,0.112,43.5,3.6,ATE,"Otto Matic",9917,1995-11-30,2023-01-24,0,.43517,,,,,
2152754,"152754 (1999 GS6)",152754,,,Y,Y,19.30,,,,,,,0.414,,0.216,8.021,,2460000.5,60000,2023-02-25.0,J2000,0.4974,1.191,0.599,2.02,314.44,134.95,188.52,1.78,0.7581,2460226.69,2023-10-09.1,475,1.3,0.0188,7.33,3.45,APO,"Otto Matic",7768,1999-04-15,2020-07-21,0,.40482,,,-2.7e-14,,
2152756,"152756 (1999 JV3)",152756,,,Y,N,18.99,,,,,,,,,,2.845,,2460000.5,60000,2023-02-25.0,J2000,0.4149,1.451,0.849,15.22,229.02,101.60,170.02,2.05,0.5641,2459699.11,2022-04-29.6,638,1.75,0.0659,25.6,3.44,APO,"Otto Matic",15617,1978-04-12,2021-01-13,0,.42482,,,,,
2152770,"152770 (1999 RR28)",152770,,,Y,Y,18.39,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.6539,1.878,0.650,7.14,178.18,284.55,2.29,3.11,0.3828,2459994.52,2023-02-19.0,940,2.57,0.0162,6.32,2.14,APO,"Otto Matic",12964,1987-04-20,2022-10-17,0,.38384,,,,,
2152787,"152787 (1999 TB10)",152787,,,Y,N,18.69,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.2316,1.363,1.047,15.95,1.90,137.40,140.51,1.68,0.6193,2459773.63,2022-07-13.1,581,1.59,0.0975,37.9,3.35,AMO,"Otto Matic",7723,1999-10-07,2020-11-28,0,.45588,,,,,
2152828,"152828 (1999 VT25)",152828,,,Y,Y,21.28,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5233,1.162,0.554,5.15,221.95,319.22,141.71,1.77,0.7867,2459820.36,2022-08-28.8,458,1.25,0.0483,18.8,3.19,APO,"Otto Matic",7613,1999-11-12,2020-09-15,0,.45566,,,7.1e-14,,
2152889,"152889 (2000 CF59)",152889,,,Y,N,16.63,,,,,,,1.022,,0.388,,,2460000.5,60000,2023-02-25.0,J2000,0.6409,1.679,0.603,41.56,141.76,222.46,261.24,2.76,0.4529,2460218.57,2023-10-01.0,795,2.18,0.317,123,3.03,APO,"Otto Matic",8797,1998-02-24,2022-03-27,0,.53703,,,,,
2152895,"152895 (2000 CQ101)",152895,,,Y,N,18.17,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4941,2.291,1.159,2.97,29.78,174.17,204.92,3.42,0.2843,2460546.04,2024-08-23.5,1.27e+03,3.47,0.156,60.6,1.53,AMO,"Otto Matic",24285,1955-03-14,2021-09-08,0,.38234,,,,,
2152931,"152931 (2000 EA107)",152931,,,Y,N,16.35,,,,,,,1.646,,0.237,4.1367,,2460000.5,60000,2023-02-25.0,J2000,0.4557,0.9298,0.506,28.58,52.88,278.03,37.61,1.35,1.099,2459966.29,2023-01-21.7,327,0.897,0.162,62.9,4.18,ATE,"Otto Matic",7586,2000-03-15,2020-12-21,0,.42914,,,,,
2152941,"152941 (2000 FM10)",152941,,,Y,N,17.62,,,,,,,0.820,,0.205,,,2460000.5,60000,2023-02-25.0,J2000,0.6809,1.481,0.473,8.74,18.52,343.97,113.79,2.49,0.5468,2459792.38,2022-07-31.8,658,1.8,0.127,49.4,2.97,APO,"Otto Matic",8354,2000-03-30,2023-02-12,0,.48081,,,,,
2152942,"152942 (2000 FN10)",152942,,,Y,N,16.75,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4566,1.939,1.053,27.08,8.18,235.42,156.66,2.82,0.3651,2459571.46,2021-12-22.9,986,2.7,0.182,70.8,2.51,AMO,"Otto Matic",8278,2000-03-30,2022-11-28,0,.56781,,,,,
2152952,"152952 (2000 GC2)",152952,,,Y,N,17.55,,,,,,,0.776,,0.353,4.179,,2460000.5,60000,2023-02-25.0,J2000,0.1870,1.384,1.125,55.30,358.69,280.21,301.43,1.64,0.6056,2460097.21,2023-06-01.7,594,1.63,0.279,108,3.64,AMO,"Otto Matic",10608,1992-03-26,2021-04-11,0,.44269,,,,,
2152964,"152964 (2000 GP82)",152964,,,Y,N,17.70,,,,,,,0.788,,0.342,,,2460000.5,60000,2023-02-25.0,J2000,0.3932,1.397,0.847,13.23,114.87,333.07,24.06,1.95,0.5971,2459960.21,2023-01-15.7,603,1.65,0.0911,35.4,3.29,APO,"Otto Matic",10154,1995-04-23,2023-02-09,0,.54424,,,,,
2152978,"152978 (2000 GJ147)",152978,,,Y,Y,19.57,,,,,,,0.531,,0.109,10.009,,2460000.5,60000,2023-02-25.0,J2000,0.2366,1.162,0.887,25.01,57.85,240.81,22.05,1.44,0.7866,2459972.47,2023-01-27.9,458,1.25,0.0254,9.89,3.75,APO,"Otto Matic",7583,2000-04-13,2021-01-16,0,.52841,,,,,
2153002,"153002 (2000 JG5)",153002,,,Y,Y,18.28,,,,,,,,,,6.051,,2460000.5,60000,2023-02-25.0,J2000,0.7959,1.341,0.274,31.43,213.05,233.44,286.56,2.41,0.635,2460116.16,2023-06-20.6,567,1.55,0.0289,11.3,3.24,APO,"Otto Matic",8090,2000-05-02,2022-06-26,0,.53429,,,,,
2153195,"153195 (2000 WB1)",153195,,,Y,N,17.51,,,,,,,1.327,,0.100,,,2460000.5,60000,2023-02-25.0,J2000,0.6190,1.301,0.496,41.11,21.38,262.91,61.26,2.11,0.6638,2459908.23,2022-11-24.7,542,1.48,0.0917,35.7,3.69,APO,"Otto Matic",7677,2000-11-16,2021-11-23,0,.45232,,,,,
2153201,"153201 (2000 WO107)",153201,,,Y,Y,19.34,,,,,,,0.510,,0.129,5.022,,2460000.5,60000,2023-02-25.0,J2000,0.7807,0.9112,0.200,7.77,69.22,213.72,259.55,1.62,1.133,2460089.14,2023-05-24.6,318,0.87,0.00295,1.15,3.55,ATE,"Otto Matic",8082,2000-11-29,2023-01-15,0,.32274,,,-1.7e-14,,
2153219,"153219 (2000 YM29)",153219,,,Y,N,18.54,,,,,,,1.289,,0.035,,,2460000.5,60000,2023-02-25.0,J2000,0.4354,2.089,1.179,40.33,116.54,1.01,117.47,3.00,0.3264,2459640.64,2022-03-02.1,1.1e+03,3.02,0.195,76.1,2.13,AMO,"Otto Matic",7787,2000-12-24,2022-04-20,0,.42583,,,,,
2153220,"153220 (2000 YN29)",153220,,,Y,Y,17.41,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.6778,2.53,0.815,5.98,66.27,140.03,144.75,4.25,0.2449,2459409.34,2021-07-13.8,1.47e+03,4.03,0.034,13.2,0.74,APO,"Otto Matic",8621,1997-06-08,2021-01-14,0,.64947,,,,,
2153243,"153243 (2001 AU47)",153243,,,Y,N,17.50,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5307,1.299,0.610,35.98,311.90,9.39,50.32,1.99,0.6658,2459924.92,2022-12-11.4,541,1.48,0.402,156,3.35,APO,"Otto Matic",7715,2001-01-15,2022-03-01,0,.51544,,,,,
2153249,"153249 (2001 BW15)",153249,,,Y,N,15.50,,,,,,,3.160,,0.177,,,2460000.5,60000,2023-02-25.0,J2000,0.5904,2.118,0.868,41.24,328.90,297.95,343.04,3.37,0.3197,2460053.56,2023-04-19.0,1.13e+03,3.08,0.0576,22.4,2.78,APO,"Otto Matic",12222,1989-08-28,2023-02-13,0,.51718,,,,,
2153267,"153267 (2001 CB32)",153267,,,Y,N,17.90,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.6139,1.782,0.688,9.67,75.55,330.49,119.09,2.88,0.4144,2459713.11,2022-05-13.6,869,2.38,0.119,46.4,2.55,APO,"Otto Matic",10009,1994-01-16,2021-06-12,0,.55622,,,,,
2153271,"153271 (2001 CL42)",153271,,,Y,N,17.42,,,,,,,2.441,,0.039,,,2460000.5,60000,2023-02-25.0,J2000,0.4023,1.557,0.931,21.65,12.04,270.85,34.95,2.18,0.5072,2459931.60,2022-12-18.0,710,1.94,0.191,74.4,3.22,APO,"Otto Matic",7680,2001-02-15,2022-02-25,0,.49879,,,,,
2153306,"153306 (2001 JL1)",153306,,,Y,N,16.79,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5232,2.552,1.217,26.98,226.65,272.38,152.34,3.89,0.2418,2459370.37,2021-06-04.8,1.49e+03,4.08,0.507,197,2.31,AMO,"Otto Matic",10106,1993-06-13,2021-02-12,0,.51346,,,,,
2153311,"153311 (2001 MG1)",153311,,,Y,Y,17.40,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.6462,2.501,0.885,28.42,142.37,218.48,154.71,4.12,0.2491,2459379.51,2021-06-14.0,1.44e+03,3.96,0.0405,15.8,1.72,APO,"Otto Matic",11923,1989-07-01,2022-02-21,0,.56439,,,,,
2153315,"153315 (2001 NH6)",153315,,,Y,N,19.51,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4497,1.237,0.681,34.70,112.54,288.40,178.91,1.79,0.7161,2459750.66,2022-06-20.1,503,1.38,0.0983,38.3,3.84,APO,"Otto Matic",6855,2001-07-10,2020-04-16,0,.69535,,,,,
2153349,"153349 (2001 PJ9)",153349,,,Y,N,18.64,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.6393,1.799,0.649,10.54,283.81,291.16,12.79,2.95,0.4085,2459969.20,2023-01-24.7,881,2.41,0.0518,20.2,2.15,APO,"Otto Matic",6684,2001-08-05,2019-11-23,0,.40385,,,,,
2153415,"153415 (2001 QP153)",153415,,,Y,N,17.01,,,,,,,,,,4.452,,2460000.5,60000,2023-02-25.0,J2000,0.2139,0.8915,0.701,50.21,317.68,244.28,308.15,1.08,1.171,2460044.78,2023-04-10.2,307,0.842,0.074,28.8,4.05,ATE,"Otto Matic",9593,1996-08-14,2022-11-19,0,.42685,,,,,
2153460,"153460 (2001 RN)",153460,,,Y,N,19.69,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5811,1.414,0.592,10.09,211.46,30.38,315.73,2.24,0.5863,2460076.02,2023-05-11.5,614,1.68,0.14,54.4,2.79,APO,"Otto Matic",7810,2001-09-07,2023-01-25,0,.58319,,,,,
2153591,"153591 (2001 SN263)",153591,,,Y,Y,17.11,,,,,,,2,,,3.423,,2460000.5,60000,2023-02-25.0,J2000,0.4801,1.987,1.033,6.69,325.74,173.07,132.25,2.94,0.3519,2459624.65,2022-02-14.1,1.02e+03,2.8,0.0471,18.3,2.1,AMO,"Otto Matic",11599,1990-09-25,2022-06-28,0,.24448,,,,,
2153792,"153792 (2001 VH75)",153792,,,Y,N,18.16,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.7425,2.1,0.541,10.48,274.54,246.11,318.81,3.66,0.324,2460127.63,2023-07-02.1,1.11e+03,3.04,0.0571,22.2,1.55,APO,"Otto Matic",6874,2001-11-12,2020-09-07,0,.59878,,,,,
2153814,"153814 (2001 WN5)",153814,,,Y,Y,18.29,,,,,,,0.932,,0.097,4.253,,2460000.5,60000,2023-02-25.0,J2000,0.4670,1.712,0.912,1.92,277.41,44.63,206.44,2.51,0.4401,2460349.42,2024-02-08.9,818,2.24,0.00164,0.637,2.83,APO,"Otto Matic",9864,1996-02-10,2023-02-12,0,.39925,,,,,
2153842,"153842 (2001 XT30)",153842,,,Y,N,16.70,,,,,,,1.759,,0.193,17.95,,2460000.5,60000,2023-02-25.0,J2000,0.5667,2.752,1.192,9.00,139.86,219.41,268.66,4.31,0.2159,2460423.55,2024-04-23.0,1.67e+03,4.57,0.209,81.3,1.2,AMO,"Otto Matic",7225,2000-05-05,2020-02-15,0,.41123,,,,,
2153951,"153951 (2002 AC3)",153951,,,Y,N,18.74,,,,,,,,,,7.072,,2460000.5,60000,2023-02-25.0,J2000,0.3425,1.836,1.207,15.47,314.44,215.07,142.67,2.46,0.3962,2459640.41,2022-03-01.9,909,2.49,0.249,96.9,2.58,AMO,"Otto Matic",7372,2001-12-23,2022-02-28,0,.47009,,,,,
2153953,"153953 (2002 AD9)",153953,,,Y,N,16.84,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.8091,1.773,0.339,31.03,2.58,9.79,12.25,3.21,0.4174,2459971.16,2023-01-26.6,862,2.36,0.41,159,2.3,APO,"Otto Matic",17098,1975-05-10,2022-03-02,0,.52195,,,,,
2153957,"153957 (2002 AB29)",153957,,,Y,N,17.76,,,,,,,,,,2.415,,2460000.5,60000,2023-02-25.0,J2000,0.7587,2.532,0.611,46.53,89.71,73.19,74.24,4.45,0.2446,2459696.96,2022-04-27.4,1.47e+03,4.03,0.0805,31.3,2.82,APO,"Otto Matic",7486,2002-01-13,2022-07-13,0,.39757,,,,,
2153958,"153958 (2002 AM31)",153958,,,Y,Y,18.37,,,,,,,,,,2.8174,,2460000.5,60000,2023-02-25.0,J2000,0.4515,1.703,0.934,4.64,144.38,197.96,260.81,2.47,0.4434,2460224.19,2023-10-06.6,812,2.22,0.0319,12.4,2.94,APO,"Otto Matic",14154,1983-05-07,2022-02-05,0,.43076,,,,,
2154007,"154007 (2002 BY)",154007,,,Y,N,18.13,,,,,,,,,,14.91,,2460000.5,60000,2023-02-25.0,J2000,0.3467,1.819,1.188,2.73,214.24,23.77,147.79,2.45,0.4019,2459632.77,2022-02-22.2,896,2.45,0.178,69.1,2.56,AMO,"Otto Matic",7599,2002-01-08,2022-10-29,0,.51447,,,,,
2154019,"154019 (2002 CZ9)",154019,,,Y,Y,22.07,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.3603,1.325,0.848,4.97,142.87,80.82,237.02,1.80,0.646,2460190.89,2023-09-03.3,557,1.53,0.0255,9.91,3.18,APO,"Otto Matic",1269,2002-01-10,2005-07-02,1,.77093,,,,,
2154020,"154020 (2002 CA10)",154020,,,Y,N,19.14,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5899,1.541,0.632,12.13,145.34,222.19,57.99,2.45,0.5151,2459887.93,2022-11-04.4,699,1.91,0.154,59.7,3.04,APO,"Otto Matic",7934,2001-05-24,2023-02-12,0,.49934,,,,,
2154029,"154029 (2002 CY46)",154029,,,Y,N,16.58,,,,,,,1.119,,0.098,2.554,,2460000.5,60000,2023-02-25.0,J2000,0.4623,1.89,1.016,44.19,346.16,319.42,303.29,2.76,0.3792,2460150.03,2023-07-24.5,949,2.6,0.0868,33.8,2.89,APO,"Otto Matic",7320,2002-02-11,2022-02-26,0,.52593,,,,,
